Contributor Provided ID,Wire Number,Class Number,Customer Number,Customer Name,Firm Number,UUID,User Name,Business eMail,Customer Country,Customer State,Customer City,Transaction Id,Primary Supplied Ticker(s),Author(s),Title,Post Date,Transaction Date
654a21523ba40000654a21523ba40001,3755,1,30242079,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,IN,HR,GURUGRAM,3ba21c782790fae1,,Team Coverage,Undisclosed Report Title,2023/11/07 11:36,2024/01/04 7:37
6579b80830a000006579b80830a00001,3755,1,35724,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NJ,FORT LEE,fad23e8109881264,,Team Coverage,Undisclosed Report Title,2023/12/13 13:56,2024/01/02 17:25
6552342e371400006552342e37140001,3755,1,30460324,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,ENG,,LONDON,b36e8aff9701fb77,,Team Coverage,Undisclosed Report Title,2023/11/13 14:35,2024/01/02 6:39
651bcde237140000651bcde237140001,3755,1,30103224,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,UT,SALT LAKE CITY,3099f75f61e8dc82,,Team Coverage,Undisclosed Report Title,2023/10/03 8:16,2023/12/29 20:51
64feec353714000064feec3537140001,3755,1,30103224,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,UT,SALT LAKE CITY,108af30fff78cc7f,,Team Coverage,Undisclosed Report Title,2023/09/11 10:30,2023/12/29 20:50
6579b80830a000006579b80830a00001,3755,1,30190781,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,TX,HOUSTON,335b511ecf037163,,Team Coverage,Undisclosed Report Title,2023/12/13 13:56,2023/12/29 15:45
657b0d4e3b580000657b0d4e3b580001,3755,1,30074442,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,IN,MH,MUMBAI,780220c0dfa34076,,Team Coverage,Undisclosed Report Title,2023/12/14 14:12,2023/12/29 9:17
6570570c3ba400006570570c3ba40001,3755,2,30035917,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,00b1dd859c2a570f,,Team Coverage,Undisclosed Report Title,2023/12/06 11:12,2023/12/28 4:19
635ba6183ba40004635ba6183ba40005,3755,1,30392724,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,ENG,,LONDON,75927329f4dd8f42,,Team Coverage,Undisclosed Report Title,2022/10/28 9:51,2023/12/27 12:19
644a2e9130a00000644a2e9130a00001,3755,2,30564446,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,fca38176c4eea10c,,Team Coverage,Undisclosed Report Title,2023/04/27 8:13,2023/12/25 7:09
64f5a4c724e0000064f5a4c724e00001,3755,1,130351,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,HK,,HONG KONG,f0a568fcf081dc81,,Team Coverage,Undisclosed Report Title,2023/09/04 9:35,2023/12/25 6:22
655b47843ba40000655b47843ba40001,3755,1,30481321,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,8f36e55a30062875,,Team Coverage,Undisclosed Report Title,2023/11/20 11:48,2023/12/24 14:53
6555dacc371400006555dacc37140001,3755,1,30379613,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,PH,,PASIG,f4c13a5d6182df23,,Team Coverage,Undisclosed Report Title,2023/11/16 9:03,2023/12/22 15:17
657b0d4e3b580000657b0d4e3b580001,3755,1,30224149,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,IN,MH,MUMBAI,00d8fe612d28a604,,Team Coverage,Undisclosed Report Title,2023/12/14 14:12,2023/12/22 8:02
64feeb943ba4000064feeb943ba40001,3755,2,30564446,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,a2b048b74a7a3881,,Team Coverage,Undisclosed Report Title,2023/09/11 10:27,2023/12/22 2:22
61fb7ebe30a0000161fb7ebe30a00002,3755,1,30564446,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,42cf1ef0031971c8,,,Undisclosed Report Title,2022/02/03 7:05,2023/12/22 2:20
654a21523ba40000654a21523ba40001,3755,1,30512040,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,CA,NEWPORT BEACH,41725ad3f5932dd7,,Team Coverage,Undisclosed Report Title,2023/11/07 11:36,2023/12/19 21:43
6480678024e000006480678024e00001,3755,1,30451650,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,CO,DENVER,ebdae242f875602a,,Team Coverage,Undisclosed Report Title,2023/06/07 11:18,2023/12/19 17:12
6579b80830a000006579b80830a00001,3755,1,30314212,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,IN,TG,HYDERABAD,bfeff39fadc64022,,Team Coverage,Undisclosed Report Title,2023/12/13 13:56,2023/12/19 15:01
6579b72e30a000006579b72e30a00001,3755,2,30567428,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,baecfab9a51bb8c0,,Team Coverage,Undisclosed Report Title,2023/12/13 13:52,2023/12/19 1:49
644b897a3ba40000644b897a3ba40001,3755,1,30344227,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,CA,SAUSALITO,5dffbf5106654b39,,Team Coverage,Undisclosed Report Title,2023/04/28 8:53,2023/12/18 21:20
657b0d4e3b580000657b0d4e3b580001,3755,1,30121585,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,UT,SALT LAKE CITY,984ac5e675856c95,,Team Coverage,Undisclosed Report Title,2023/12/14 14:12,2023/12/18 14:50
657b0d4e3b580000657b0d4e3b580001,3755,1,30359570,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,7358a2fb7ced8c57,,Team Coverage,Undisclosed Report Title,2023/12/14 14:12,2023/12/18 13:17
6570570c3ba400006570570c3ba40001,3755,2,30274196,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,241ff827350acf4b,,Team Coverage,Undisclosed Report Title,2023/12/06 11:12,2023/12/18 9:12
657b0d4e3b580000657b0d4e3b580001,3755,1,30307956,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,DK,,KOBENHAVN,0f5995b010370c83,,Team Coverage,Undisclosed Report Title,2023/12/14 14:12,2023/12/18 7:07
657b0deb36900001657b0deb36900002,3755,2,30159250,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,f9cb86bec778dad0,,Team Coverage,Undisclosed Report Title,2023/12/14 14:15,2023/12/18 3:52
654a21f037140000654a21f037140001,3755,2,30147639,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,d2dd72bf79ca6853,,Team Coverage,Undisclosed Report Title,2023/11/07 11:39,2023/12/18 0:07
64ac0dfe3714000064ac0dfe37140001,3755,1,30103224,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,UT,SALT LAKE CITY,5924b955746a9603,,Team Coverage,Undisclosed Report Title,2023/07/10 13:56,2023/12/15 21:29
655b47843ba40000655b47843ba40001,3755,1,758886,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,D,,FRANKFURT,00a4e384d14cb892,,Team Coverage,Undisclosed Report Title,2023/11/20 11:48,2023/12/15 21:07
655b47843ba40000655b47843ba40001,3755,1,758886,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,D,,FRANKFURT,50ec3736b70755bc,,Team Coverage,Undisclosed Report Title,2023/11/20 11:48,2023/12/15 21:07
6552342e371400006552342e37140001,3755,1,30492439,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,D,,BOCHUM,ee07aa5d879a6954,,Team Coverage,Undisclosed Report Title,2023/11/13 14:35,2023/12/15 10:07
657b0d4e3b580000657b0d4e3b580001,3755,1,30417825,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,07470bea10c0af3f,,Team Coverage,Undisclosed Report Title,2023/12/14 14:12,2023/12/14 22:54
657b0deb36900001657b0deb36900002,3755,2,30046994,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,8dc3c060a3f50b5f,,Team Coverage,Undisclosed Report Title,2023/12/14 14:15,2023/12/14 21:02
657b0deb36900001657b0deb36900002,3755,2,30046994,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,620f030e08446444,,Team Coverage,Undisclosed Report Title,2023/12/14 14:15,2023/12/14 20:59
657b0deb36900001657b0deb36900002,3755,2,30446788,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,UT,SALT LAKE CITY,6edd61cb2a0bff12,,Team Coverage,Undisclosed Report Title,2023/12/14 14:15,2023/12/14 20:33
657b0d4e3b580000657b0d4e3b580001,3755,1,30085475,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,CT,STAMFORD,0eb8768bb80ef361,,Team Coverage,Undisclosed Report Title,2023/12/14 14:12,2023/12/14 17:09
6579b80830a000006579b80830a00001,3755,1,30424847,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,86cab254e36e1506,,Team Coverage,Undisclosed Report Title,2023/12/13 13:56,2023/12/14 15:41
657b0d4e3b580000657b0d4e3b580001,3755,1,30357536,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,HK,,HONG KONG,37c9c9dd2fa76932,,Team Coverage,Undisclosed Report Title,2023/12/14 14:12,2023/12/14 14:44
657b0deb36900001657b0deb36900002,3755,2,30357536,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,HK,,HONG KONG,90fb27ec262d6910,,Team Coverage,Undisclosed Report Title,2023/12/14 14:15,2023/12/14 14:44
657b0d4e3b580000657b0d4e3b580001,3755,1,30468745,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,LE,,BEIRUT,e63099b6458340a4,,Team Coverage,Undisclosed Report Title,2023/12/14 14:12,2023/12/14 14:37
657b0d4e3b580000657b0d4e3b580001,3755,1,30479864,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,1dd8a0959dda62b9,,Team Coverage,Undisclosed Report Title,2023/12/14 14:12,2023/12/14 14:26
6579b80830a000006579b80830a00001,3755,1,30589988,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,bc25d16958490dd3,,Team Coverage,Undisclosed Report Title,2023/12/13 13:56,2023/12/14 12:02
6579b72e30a000006579b72e30a00001,3755,2,30086914,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,cb62d4f6b6e9181b,,Team Coverage,Undisclosed Report Title,2023/12/13 13:52,2023/12/13 23:33
6579b72e30a000006579b72e30a00001,3755,2,30046994,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,12002a0af5332edb,,Team Coverage,Undisclosed Report Title,2023/12/13 13:52,2023/12/13 22:28
6579b80830a000006579b80830a00001,3755,1,30357536,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,HK,,HONG KONG,98f74bc7e5f7abea,,Team Coverage,Undisclosed Report Title,2023/12/13 13:56,2023/12/13 15:19
6579b72e30a000006579b72e30a00001,3755,2,30357536,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,HK,,HONG KONG,5d67f8e1b979059d,,Team Coverage,Undisclosed Report Title,2023/12/13 13:52,2023/12/13 15:19
6579b80830a000006579b80830a00001,3755,1,30364621,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,MA,FRAMINGHAM,eee931c1ce157c32,,Team Coverage,Undisclosed Report Title,2023/12/13 13:56,2023/12/13 14:49
65520a2f3ba4000065520a2f3ba40001,3755,1,30225273,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,B,,ANTWERP,54586881f8ca97eb,,Team Coverage,Undisclosed Report Title,2023/11/13 11:36,2023/12/13 14:47
656086433ba40000656086433ba40001,3755,1,30225273,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,B,,ANTWERP,927484cf6850e95f,,Team Coverage,Undisclosed Report Title,2023/11/24 11:17,2023/12/13 14:40
656de0eb24e00000656de0eb24e00001,3755,1,30225273,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,B,,ANTWERP,d534562609c0845b,,Team Coverage,Undisclosed Report Title,2023/12/04 14:23,2023/12/13 14:40
656086433ba40000656086433ba40001,3755,1,30225273,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,B,,ANTWERP,5ad614f974ae189f,,Team Coverage,Undisclosed Report Title,2023/11/24 11:17,2023/12/13 14:39
656de0eb24e00000656de0eb24e00001,3755,1,30225273,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,B,,ANTWERP,d83c67f73ec01a20,,Team Coverage,Undisclosed Report Title,2023/12/04 14:23,2023/12/13 14:39
655b47843ba40000655b47843ba40001,3755,1,30354612,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,CH,GE,GENEVA,51c391e4fba52b66,,Team Coverage,Undisclosed Report Title,2023/11/20 11:48,2023/12/13 5:59
6426b6f23ba400006426b6f23ba40001,3755,1,30222880,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,CN,,SHANGHAI,7c0b78eefe481e2a,,Team Coverage,Undisclosed Report Title,2023/03/31 10:33,2023/12/13 2:22
6426b6f23ba400006426b6f23ba40001,3755,1,30222880,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,CN,,SHANGHAI,df2185f9400e8664,,Team Coverage,Undisclosed Report Title,2023/03/31 10:33,2023/12/13 2:21
6555dacc371400006555dacc37140001,3755,1,30586049,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,CA,MILL VALLEY,295c31c8b4736163,,Team Coverage,Undisclosed Report Title,2023/11/16 9:03,2023/12/12 16:11
65114a343b58000165114a343b580002,3755,1,30093779,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,CN,,BEIJING,19e00bd9c570d759,,Team Coverage,Undisclosed Report Title,2023/09/25 8:52,2023/12/12 1:50
6572fae624e000006572fae624e00001,3755,2,30046994,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,70deb2b5a1c76e4b,,Team Coverage,Undisclosed Report Title,2023/12/08 11:15,2023/12/08 21:06
6572fae624e000006572fae624e00001,3755,2,30284335,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,b1fe1d92d5069969,,Team Coverage,Undisclosed Report Title,2023/12/08 11:15,2023/12/08 12:57
656ddfb33ba40000656ddfb33ba40001,3755,2,671003,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,fa9fcd0c9b013fbe,,Team Coverage,Undisclosed Report Title,2023/12/04 14:18,2023/12/08 0:29
656de0eb24e00000656de0eb24e00001,3755,1,11772,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,6b4ad9f877360c14,,Team Coverage,Undisclosed Report Title,2023/12/04 14:23,2023/12/07 22:23
6570570c3ba400006570570c3ba40001,3755,2,30046994,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,9f6099f0f5439da1,,Team Coverage,Undisclosed Report Title,2023/12/06 11:12,2023/12/07 21:50
654a21523ba40000654a21523ba40001,3755,1,30316072,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,PURCHASE,87cb1355bebe059e,,Team Coverage,Undisclosed Report Title,2023/11/07 11:36,2023/12/07 20:24
63ee46213b58000263ee46213b580003,3755,1,30424847,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,30df6ef05c8d39df,,Team Coverage,Undisclosed Report Title,2023/02/16 15:05,2023/12/07 19:32
646b44a837140000646b44a837140001,3755,1,30424847,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,09c2bb02c249bb40,,Team Coverage,Undisclosed Report Title,2023/05/22 10:32,2023/12/07 19:31
64db4a363b58000064db4a363b580001,3755,1,30424847,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,84e0540aa5ae69cf,,Team Coverage,Undisclosed Report Title,2023/08/15 9:49,2023/12/07 19:31
655c97473ba40000655c97473ba40001,3755,1,30424847,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,84040e9db656c87e,,Team Coverage,Undisclosed Report Title,2023/11/21 11:40,2023/12/07 19:30
64d49a963ba4000064d49a963ba40001,3755,1,30424847,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,e21f69fae84dd48d,,Team Coverage,Undisclosed Report Title,2023/08/10 8:06,2023/12/07 19:03
6552342e371400006552342e37140001,3755,1,30424847,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,d533deefc1eae89e,,Team Coverage,Undisclosed Report Title,2023/11/13 14:35,2023/12/07 19:03
655c98c824e00000655c98c824e00001,3755,1,30406792,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,D,,FRANKFURT,2db59d00afb0513a,,Team Coverage,Undisclosed Report Title,2023/11/21 11:47,2023/12/07 14:25
657057b330a00000657057b330a00001,3755,1,30383911,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,PL,,KRAKOW,7e99d7cc78bf1985,,Team Coverage,Undisclosed Report Title,2023/12/06 11:15,2023/12/07 11:39
6569ccb13b5800006569ccb13b580001,3755,1,30468600,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,KS,,SEOUL,bbd24a57d5c92611,,Team Coverage,Undisclosed Report Title,2023/12/01 12:08,2023/12/07 7:05
6570570c3ba400006570570c3ba40001,3755,2,30061675,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,1f6e9c0836620987,,Team Coverage,Undisclosed Report Title,2023/12/06 11:12,2023/12/06 22:15
61fb7ebe30a0000161fb7ebe30a00002,3755,1,30244994,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,baa19e131cb2f49b,,,Undisclosed Report Title,2022/02/03 7:05,2023/12/06 19:45
61fb7ebe30a0000161fb7ebe30a00002,3755,1,30244994,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,d012986435d2ee71,,,Undisclosed Report Title,2022/02/03 7:05,2023/12/06 19:45
655c98c824e00000655c98c824e00001,3755,1,30244994,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,a3a45a8e654d2e3e,,Team Coverage,Undisclosed Report Title,2023/11/21 11:47,2023/12/06 19:41
657057b330a00000657057b330a00001,3755,1,30596271,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,CH,GE,GENEVA,d3086da4d6bbfefa,,Team Coverage,Undisclosed Report Title,2023/12/06 11:15,2023/12/06 13:02
657057b330a00000657057b330a00001,3755,1,30596271,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,CH,GE,GENEVA,b6578ae56a83f0dd,,Team Coverage,Undisclosed Report Title,2023/12/06 11:15,2023/12/06 13:01
657057b330a00000657057b330a00001,3755,1,30022688,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,CT,GREENWICH,024ac43e05f357a7,,Team Coverage,Undisclosed Report Title,2023/12/06 11:15,2023/12/06 11:47
6570570c3ba400006570570c3ba40001,3755,2,30313854,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,SP,,SINGAPORE,9246261d663b584f,,Team Coverage,Undisclosed Report Title,2023/12/06 11:12,2023/12/06 11:12
655b47843ba40000655b47843ba40001,3755,1,557110,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,fa3942739f452f14,,Team Coverage,Undisclosed Report Title,2023/11/20 11:48,2023/12/05 22:54
654b424637140000654b424637140001,3755,1,30022690,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,CT,GREENWICH,5357066589c6cc0f,,Team Coverage,Undisclosed Report Title,2023/11/08 8:09,2023/12/05 19:20
62e8f7fe24e0000062e8f7fe24e00001,3755,1,30550768,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,ad78bbca01a252f3,,Team Coverage,Undisclosed Report Title,2022/08/02 10:10,2023/12/05 15:22
656ddfb33ba40000656ddfb33ba40001,3755,2,30410962,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,f9c56213d60ad4b3,,Team Coverage,Undisclosed Report Title,2023/12/04 14:18,2023/12/05 14:09
656de02a37140000656de02a37140001,3755,1,30302221,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,F,,PARIS,9e147ef33c3f5d46,,Team Coverage,Undisclosed Report Title,2023/12/04 14:20,2023/12/05 8:46
656de18e37140000656de18e37140001,3755,2,30368947,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,457f77667544d457,,Team Coverage,Undisclosed Report Title,2023/12/04 14:26,2023/12/04 23:56
656de0eb24e00000656de0eb24e00001,3755,1,30427201,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,HK,,HONG KONG,81e60efc36c83411,,Team Coverage,Undisclosed Report Title,2023/12/04 14:23,2023/12/04 21:44
656de18e37140000656de18e37140001,3755,2,30046994,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,fde1314af83e9d5a,,Team Coverage,Undisclosed Report Title,2023/12/04 14:26,2023/12/04 21:14
656ddfb33ba40000656ddfb33ba40001,3755,2,30046994,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,J,TK,TOKYO,ab9b6950fe33c15f,,Team Coverage,Undisclosed Report Title,2023/12/04 14:18,2023/12/04 21:14
656de02a37140000656de02a37140001,3755,1,30578229,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,IL,CHICAGO,0c6b61490b289929,,Team Coverage,Undisclosed Report Title,2023/12/04 14:20,2023/12/04 21:04
6555dacc371400006555dacc37140001,3755,1,30339319,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,CA,MENLO PARK,9cf9afe1e19aea88,,Team Coverage,Undisclosed Report Title,2023/11/16 9:03,2023/12/04 19:05
656de02a37140000656de02a37140001,3755,1,30187386,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,IS,,TEL AVIV,2be38d1bd082bb4e,,Team Coverage,Undisclosed Report Title,2023/12/04 14:20,2023/12/04 18:18
656de0eb24e00000656de0eb24e00001,3755,1,30525607,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,f6b5add254189308,,Team Coverage,Undisclosed Report Title,2023/12/04 14:23,2023/12/04 14:59
656de02a37140000656de02a37140001,3755,1,30357536,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,HK,,HONG KONG,c07a69ef1bb61b19,,Team Coverage,Undisclosed Report Title,2023/12/04 14:20,2023/12/04 14:33
656ddfb33ba40000656ddfb33ba40001,3755,2,30357536,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,HK,,HONG KONG,96c4e9f2b7a21901,,Team Coverage,Undisclosed Report Title,2023/12/04 14:18,2023/12/04 14:33
656de0eb24e00000656de0eb24e00001,3755,1,30426001,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,US,NY,NEW YORK,92307ab0fd471df2,,Team Coverage,Undisclosed Report Title,2023/12/04 14:23,2023/12/04 14:32
656de0eb24e00000656de0eb24e00001,3755,1,30088920,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,ENG,,LONDON,4ee02a612e1b8aa8,,Team Coverage,Undisclosed Report Title,2023/12/04 14:23,2023/12/04 14:27
656de02a37140000656de02a37140001,3755,1,30421889,Undisclosed Customer Name,Undisclosed Firm Number,N/A - Free Content,N/A - Free Content,N/A - Free Content,HK,,HONG KONG,fa632608b37574ce,,Team Coverage,Undisclosed Report Title,2023/12/04 14:20,2023/12/04 14:20
